dur_ns,gap_ns
5360,20832365
4939,21992751
7374,21056548
7635,20987437
6993,22015454
10981,21105149
8817,21137350
6752,21761175
13465,21055386
6983,20969724
11892,22158683
9428,20871850
6713,20944497
6262,21949720
11451,21159101
6583,20893320
4659,21933199
8766,21034937
4579,20948935
7684,22128186
9858,21160624
7524,20808691
11151,22074605
7124,20926673
11191,21081335
9899,21969917
9287,20963944
7644,20945158
5150,21964858
6773,21034617
7614,21001845
7684,22006777
10069,21114387
13245,20980795
7043,21896069
6893,20983871
7735,21022323
6803,22003501
4689,20960206
10831,21275390
10569,21826749
5471,21041649
10700,21035038
7144,21919342
10490,21048803
4339,20878172
8927,22080887
10550,21049745
10680,21154112
9137,21849220
11872,21012355
11692,20977679
11101,21991338
8085,20963573
16341,21206570
6783,21793095
12213,21063211
11020,20973692
7885,21950420
12032,21064704
3908,20818018
8907,22118688
8346,20978972
5080,20895314
4047,22014332
3096,20987768
10911,21182515
7905,21923951
5981,20901827
10700,21168980
5240,21828621
4278,21015351
6052,21026200
3917,21957114
8246,21123203
7805,21000262
10399,22035732
6943,20936542
11622,21101853
10921,21988723
9819,20954836
9869,21001695
7545,21955440
12032,21099189
11943,21129705
7464,21778357
4920,20955157
7965,21057981
9307,22031995
7865,20966508
11452,21074802
10981,21985417
11111,21038093
10770,20980375
10931,21972903
10891,21121039
8867,20856672
4298,21855252
8947,21119907
4659,20891447
3497,22007799
10520,21157718
10410,21184048
10991,21827961
7304,20910192
11341,21081505
14167,22061350
9778,20873844
2685,20904572
6352,22062792
10349,21104138
7584,20896927
6683,22037946
7735,20980204
11512,21100661
12042,21985818
8857,20969904
12954,21056809
9658,21927187
11972,21032473
12233,21007656
9918,22031263
10169,20931082
10450,20989431
7895,21968034
12975,21075774
8306,20930150
14006,22020764
8556,20928116
5511,21012234
5480,21981480
5630,21007215
8587,21059653
10460,22061340
11882,21002617
11161,21003398
7484,21918671
11021,21056708
14838,20997116
11612,22033898
11842,21148391
6973,20790888
11892,22066069
14898,21055876
11912,20950759
11311,21967964
11552,21035829
11972,20987458
16791,22035271
11251,20951750
11732,21000913
8105,21933129
12072,21078850
13686,20998669
4077,21843630
4619,20998548
5991,21068681
7625,21967493
5330,20942534
3697,20996895
5531,22029550
7444,21003849
6743,21022614
1853,21933239
11802,21198816
8396,20875977
5611,21961412
11752,21155264
7644,20921474
12012,22075877
10961,20984592
8055,20959365
10811,22054477
17313,21062038
11090,20940861
10801,21984815
6432,20899693
6212,21041269
8246,22155507
12173,20902047
9808,20975105
10850,22059156
8516,20954966
7544,20959696
11692,22089773
9688,20972761
7404,20970696
7695,21987440
7764,21005102
67367,21017584
7834,21917760
7834,21018867
7895,20988469
6001,22020213
6191,21000603
5300,20929799
7815,22039438
8446,21010632
10400,21063421
11101,22054647
10379,20965457
7664,20932334
7855,21992169
5050,20940860
8717,21056518
9918,21966061
8075,20991866
5069,20994361
4699,21993472
9438,21120398
9668,21005662
10930,22038127
11963,20971367
5631,20896897
10681,22119279
5219,20873494
11642,21139103
11161,21982562
7795,20937032
11332,21222210
10370,21767587
4989,20936382
6522,20988169
11682,22177579
10690,20992367
6533,20944647
10770,22193229
10550,20845700
10379,20994462
9739,21996978
7274,20934919
11371,21198275
10460,21886571
11712,21151747
11352,20846452
5710,21920716
11091,21102845
10981,20986796
